Item #, Item Description, MSP, Retail Price, Dealer Price, Sale Price, Sale Ends, Quantity, UPC Code, Manufacturer, Gun Type, Model Series, Caliber, Action, Capacity, Finish,Stock, Sights, Barrel Length, Overall Length, Features
1149145,OLT GEN USA MIDDLEMAN 34OT,$54.99,$79.99,$54.99,,,17,##,Old Timer,,,,,,,,,,,
1137133,OLT GEN USA BRUIN 5OT,$54.99,$79.99,$54.99,,,10,##,Old Timer,,,,,,,,,,,
1137134,OLT GEN USA TRAPPER 94OT,$54.99,$79.99,$54.99,,,10,##,Old Timer,,,,,,,,,,,
1135991,OLT GEN USA SHARPFINGER 152OT,$68.99,$99.99,$68.99,,,5,##,Old Timer,,,,,,,,,,,
1166380,OLT TRAIL BOSS FILLET 5.25IN,$17.49,$25.99,$17.49,$15.49,3/31/2023,8,##,Old Timer,,,,,,,,,,,
1166381,OLT TRAIL BOSS FILLET 7.5IN,$20.69,$29.99,$20.69,$18.69,3/31/2023,19,##,Old Timer,,,,,,,,,,,
1140755,OLT ELEC FILLET KNIFE 110V,$33.49,$54.99,$33.49,$30.99,3/31/2023,5,##,Old Timer,,,,,,,,,,,
1140756,OLT FILLET KNIFE LITHIUM ION,$52.99,$89.99,$52.99,$49.99,3/31/2023,20,##,Old Timer,,,,,,,,,,,
1171774,OLT FILLET KNIFE BLADE REP 8IN,$8.99,$13.99,$8.99,$7.99,3/31/2023,5,##,Old Timer,,,,,,,,,,,
1890RBX,KER LONEROCK RBK REPLACE BLADE,$6.99,$12.99,$6.99,,,4,##,Old Timer,,,,,,,,,,,
1188049,OLT OLD TIMER W/DECK OF CARDS,$14.99,$24.99,$14.99,$11.29,3/31/2023,21,##,Old Timer,,,,,,,,,,,
18OT,OLT MIGHTY MITE SINGLE 2.75IN,$9.29,$19.99,$9.29,,,12,##,Old Timer,,,,,,,,,,,
8OT,OLT SENIOR 3 BLADE,$16.49,$35.99,$16.49,,,3,##,Old Timer,,,,,,,,,,,
34OT,OLT MIDDLEMAN 3 BLADE,$14.99,$31.99,$14.99,,,26,##,Old Timer,,,,,,,,,,,
194OT,OLT GUNSTOCK TRAPPER SINGLE,$12.29,$27.99,$12.29,,,7,##,Old Timer,,,,,,,,,,,
33OT,OLT MIDDLEMAN JACK 2 BLADE,$11.99,$27.99,$11.99,,,38,##,Old Timer,,,,,,,,,,,
1200629,OLT ORANGE SHARPFINGER,$11.49,$22.99,$11.49,,,0,##,Old Timer,,,,,,,,,,,
1200625,OLT BOWIE FOLDER COMBO,$24.99,$49.99,$24.99,,,0,##,Old Timer,,,,,,,,,,,
1200627,OLT COMBO FIXED FOLDER KNIVES,$23.49,$46.99,$23.49,,,0,##,Old Timer,,,,,,,,,,,
1677,OSS FLASH HIDER HELIX QD 556,$99.00,$154.00,$99.00,,,17,#706433763016#,OSS|HUXWRX,,,,,,Black,,,,2.3,Works With All HX-QD 556/HX-QD 762 & HX-QD Magnum
1799-OSS,OSS FLASH HIDER HELIX QD 762,$108.00,$169.00,$108.00,,,20,#706433763245#,OSS|HUXWRX,,,,,,Black,,,,2.3,Works With HX-QD 762 and HX-QD Magnium Ti
1599,OSS MUZZLE BRK QD 556 1/2X28,$109.00,$170.00,$109.00,,,20,#706433762729#,OSS|HUXWRX,,,,,,Black,,,,2.3,1/2x28
1574,OSS MUZZLE BRK QD 762 5/8X24,$109.00,$170.00,$109.00,,,27,#706433762729#,OSS|HUXWRX,,,,,,Black,,,,2.3,5/8 x 24
1628,OSS MUZZLE BRK QD 762 1/2X28,$109.00,$170.00,$109.00,,,7,#706433762903#,OSS|HUXWRX,,,,,,Black,,,,2.3,Works With HX-QD 762 and HX-QD Magnium Ti
1627,OSS MUZZLE BRK QD 762 M14X1 LH,$92.00,$144.00,$92.00,,,9,#706433763122#,OSS|HUXWRX,,,,,,Black,,,,2.3,Works With HX-QD 762/ HX-QD Magnium Ti/ EL-QD
1647,OSS MUZZLE BRK QD 338 5/8X24,$142.00,$222.00,$142.00,,,3,#706433762910#,OSS|HUXWRX,,,,,,Black,,,,2.3,Works With HHX-QD Magnium Ti
1598,OSS MUZZLE BRK QD 338 3/4X24,$145.00,$226.00,$145.00,,,2,#706433762743#,OSS|HUXWRX,,,,,,Black,,,,2.3,Works With HHX-QD Magnium Ti
1646,OSS MUZZLE BRK QDL 338 5/8X24,$142.00,$222.00,$142.00,,,9,#706433762750#,OSS|HUXWRX,,,,,,Black,,,,2.75,Works With HX-QD ELR
1601,OSS MUZZLE BRK QDL 338 3/4X24,$145.00,$226.00,$145.00,,,8,#706433762750#,OSS|HUXWRX,,,,,,Black,,,,2.75,Works With HX-QD ELR
1792,OSS RAD PISTON 1/2-28,$56.00,$88.00,$56.00,,,5,#706433763368#,OSS|HUXWRX,,RAD Piston,,,,Black,,,,,
1822,OSS RAD PISTON .578X28,$56.00,$88.00,$56.00,,,3,#706433763375#,OSS|HUXWRX,,RAD Piston,,,,Black,,,,,
1981-OSS,OSS RAD PISTON M13.5X1 LH,$59.00,$92.00,$59.00,,,2,#706433763382#,OSS|HUXWRX,,RAD Piston,,,,Black,,,,,
1836,OSS RAD FIXED BARREL SPACER,$57.00,$89.00,$57.00,,,0,#706433763412#,OSS|HUXWRX,,RAD Fixed Barrel Spacer,,,,Black,,,,,
1984,OSS RAD FIXED MOUNT 1/2-28,$87.00,$136.00,$87.00,,,3,#706433763344#,OSS|HUXWRX,,RAD Fixed Mount,,,,Black,,,,,
1985,OSS RAD FIXED MOUNT 5/8-24,$88.00,$138.00,$88.00,,,8,#706433763351#,OSS|HUXWRX,,RAD Fixed Mount,,,,Black,,,,,
1982,OSS RAD FIXED MOUNT M13.5X1 LH,$88.00,$138.00,$88.00,,,3,#706433763337#,OSS|HUXWRX,,RAD Fixed Mount,,,,Black,,,,,
1835-OSS,OSS RAD WRENCH,$31.00,$49.00,$31.00,,,9,#706433763399#,OSS|HUXWRX,,RAD Wrench,,,,Black,,,,,
FG-316-3-NBBZ,OTI ALL PURPOSE BRUSH 3PK,$4.39,$6.79,$4.39,,,0,#148953163066#,Otis,,,,,,,,,,,1 Ea Nylon/ Blue Nylon & Bronze All Purpose Brushes
FG-246,OTI BONE TOOL 223/556,$21.99,$33.99,$21.99,,,0,#014895000267#,Otis,,,,,,,,,,,Cleans Carbon & Fouling from Bolt Carrier Assembly
FG-248-645C,OTI ARMORER PISTOL TOOL,$14.99,$22.49,$14.99,,,8,#014895007457#,Otis,,,,,,,,,,,Four in One tool for Semi Auto Pistols
FG-367-HT,OTI CHAMBER BRUSH 556,$3.39,$4.99,$3.39,,,0,#148950036714#,Otis,,,,,,,,,,,Tapered Bronze Bristles with Steel Bristles at Base
FG-750,OTI CLEANING KIT TACTICAL,$35.99,$54.99,$35.99,,,13,#148950075010#,Otis,,,,,,,,,,,.5 oz Bio-CLP/ Brushes/ Patches/ Tools/ Cables
FG-919-100,OTI CLEANING PATCH 3IN 100PK,$6.99,$10.99,$6.99,$5.99,3/31/2023,8,#148950096046#,Otis,,,,,,,,,,,100% Cotton
FG-918-100,OTI CLEANING PATCH 2IN 100PK,$5.19,$7.99,$5.19,$4.99,3/31/2023,46,#148950092390#,Otis,,,,,,,,,,,100% Cotton
FG-901-945,OTI PRO PST CLN KIT GLK9/40/45,$69.99,$106.99,$69.99,$54.99,3/8/2023,20,#014895012529#,Otis,,,,,,,,,,,Cleans 9mm/40S&W/45ACP Glock Pistols
FG-901-556-9,OTI DEFENDER CLEAN KIT 556/9MM,$65.99,$94.99,$65.99,,,3,#148950046928#,Otis,,,,,,,,,,,.5 oz Bio-CLP/ Brushes/ Patches/ Cables/ Ripcords
FG-1000-645,OTI ELITE PST CLN KIT 22-45,$116.99,$169.99,$116.99,,,12,#014895013182#,Otis,,,,,,,,,,,Cleans 22-45 Caliber Pistols/ 4 Ripcords Included
FG-4016-AR,OTI ELITE AR RANGE BOX,$250.99,$299.99,$250.99,,,9,#014895012871#,Otis,,,,,,,,,,,Clean Bore/ Chamber/ Locking Lugs/ BCG & More
RW-3501-3,OTI GUN CLOTH MICROFIBER 3PK,$3.99,$6.19,$3.99,$3.49,3/31/2023,0,#148950052240#,Otis,,,,,,,,,,,Pack of Three 12 x 8 inch Reusable Gun Cloths
FG-223-645,OTI LE RFL/PISTOL CLEANING KIT,$39.99,$64.99,$39.99,,,4,#148952234064#,Otis,,,,,,,,,,,For 223/5.56 Rifles & 9MM/40/45 Pistols & Sub Guns
FG-210,OTI UNIVERSAL RFL CLEANING KIT,$28.99,$43.99,$28.99,,,6,#014895002100#,Otis,,,,,,,,,,,2 & 3 Cotton Patches/30 Cable/Includes 5 Brushes
FG-410,OTI UNIVERSAL SHOTGUN CLN KIT,$28.99,$43.99,$28.99,$24.99,3/31/2023,0,#014895004104#,Otis,,,,,,,,,,,2 & 3 Cotton Patches/30 Cable/ Soft Case
FG-610,OTI UNIVERSAL PST CLEANING KIT,$28.99,$43.99,$28.99,,,1,#014895006108#,Otis,,,,,,,,,,,2 & 3 Cotton Patches/30 Cable/ Soft Case
IP-904-085,OTI O85 CLP 4OZ,$7.49,$10.99,$7.49,$6.99,3/31/2023,0,#148950040360#,Otis,,,,,,,,,,,Cleans/ Lubricates & Protects in One
IP-2TW-085,OTI O85 CLP WIPES 2PK,$1.79,$2.69,$1.79,$1.59,3/31/2023,0,#148950042418#,Otis,,,,,,,,,,,Two 7x12 inch Disposable Wipes
IP-75C-085,OTI O85 CLP WIPES CANISTER 75P,$12.99,$18.99,$12.99,$11.99,3/31/2023,0,#014895012888#,Otis,,,,,,,,,,,Seventy Five 7x12 inch Disposable Wipes
FG-40C-LRW,OTI LEAD REMOVER WIPES 40CT,$11.99,$17.99,$11.99,$10.99,3/31/2023,7,#014895007815#,Otis,,,,,,,,,,,Removes Lead/Nickle/Cadmium/Arsenic/Chromium
FG-701-25,OTI PATRIOT CLEANING KIT 223,$18.49,$27.99,$18.49,,,4,#148950051878#,Otis,,,,,,,,,,,Brushes/ Patches/ Mop/ Cable/ Multi-purpose Tool
FG-701-30,OTI PATRIOT CLEANING KIT 30CAL,$14.99,$22.99,$14.99,,,0,#148950051946#,Otis,,,,,,,,,,,Brushes/ Patches/ Mop/ Cable/ Multi-purpose Tool
FG-701-40,OTI PATRIOT CLEANING KIT 40,$14.99,$22.99,$14.99,,,58,#148950051328#,Otis,,,,,,,,,,,Brushes/ Patches/ Mop/ Cable/ Multi-purpose Tool
FG-701-45,OTI PATRIOT CLEANING KIT 45,$14.99,$22.99,$14.99,,,71,#148950051496#,Otis,,,,,,,,,,,Brushes/ Patches/ Mop/ Cable/ Multi-purpose Tool
FG-701-9MM,OTI PATRIOT CLEAN KIT 38/9MM,$14.99,$22.99,$14.99,,,0,#148950051182#,Otis,,,,,,,,,,,Brushes/ Patches/ Mop/ Cable/ Multi-purpose Tool
FG-RC-325,OTI RIPCORD 223/556 RIFLE,$9.99,$15.99,$9.99,,,86,#148950005642#,Otis,,,,,,,,,,36,Rigid Helix-shaped Rubber Core with Nomex Surface
FG-RC-330,OTI RIPCORD 308/762 RIFLE,$9.99,$15.99,$9.99,,,99+,#148950005710#,Otis,,,,,,,,,,36,Rigid Helix-shaped Rubber Core with Nomex Surface
FG-RC-338,OTI RIPCORD 38/9/357 PISTOL,$9.99,$15.99,$9.99,,,31,#148950005888#,Otis,,,,,,,,,,22.5,Rigid Helix-shaped Rubber Core with Nomex Surface
FG-RC-341,OTI RIPCORD 40/10MM PISTOL,$9.99,$15.99,$9.99,,,5,#148950022168#,Otis,,,,,,,,,,22.5,Rigid Helix-shaped Rubber Core with Nomex Surface
FG-RC-345,OTI RIPCORD 45 PISTOL,$9.99,$15.99,$9.99,,,0,#148950005956#,Otis,,,,,,,,,,22.5,Rigid Helix-shaped Rubber Core with Nomex Surface
FG-RC-3G1,OTI RIPCORD 3 GUN TRIO SET,$23.99,$39.99,$23.99,,,3,#014895010938#,Otis,,,,,,,,,,,Includes 9mm/.223/5.56/12GA Ripcords
FG-RC-SET1,OTI RIPCORD MULTI-CAL 10PK,$71.99,$109.99,$71.99,,,0,#014895010860#,Otis,,,,,,,,,,,Includes 17/22/223/243/270/30/762/38/9mm/40/45/12GA
FG-2715-PD-B,OTI STAR CHMB CLEAN PAD 12PK,$4.49,$6.99,$4.49,,,4,#148950035410#,Otis,,,,,,,,,,,12 Cleaning Pads for Star Chamber Cleaning Tool
FG-2715,OTI STAR CHMB CLEANING TOOL,$22.99,$33.99,$22.99,,,1,#148950034970#,Otis,,,,,,,,,,,Parkerized Steel Scraper/ Coated Brass Nose Piece
FG-241-100,OTI CLEANING SWABS 100CT,$9.99,$14.39,$9.99,$8.99,3/31/2023,0,#014895007020#,Otis,,,,,,,,,,,100 Single Tip Swabs/ 6 inch Long Wooden Handle
FG-857-100,OTI PIPE CLEANERS 100CT,$10.49,$15.39,$10.49,$9.49,3/31/2023,0,#014895007228#,Otis,,,,,,,,,,,100 Count/ 6 inches by 1/8 in Diameter
PSA3543,PIE 1873 REV 4.75B B&N GF DE,$459.99,$600.00,$459.99,,,8,#8052464213443#,Pietta,Revolver: Single Action,1873,357,Single Action,6,Blue|Nickel,Black Checkered Polymer 2 Piece Grip,Open Fixed Type: Notch At Rear/ Bladed Front,4.75,10.5,Made by Pietta/ Italy
PSA454,PIE 1873 45LC REV SA 4.75B,$399.99,$550.00,$399.99,,,0,#8052464212934#,Pietta,Revolver: Single Action,1873,45LC,Single Action,6,Blue,Brown Checkered Polymer 2 Piece Grip,Open Fixed Type: Notch At Rear/ Bladed Front,4.75,10.5,Made by Pietta/ Italy
PSA354,PIE 1873 357 REV SA 4.75B,$399.99,$550.00,$399.99,,,0,#8052464212965#,Pietta,Revolver: Single Action,1873,357,Single Action,6,Blue,Brown Checkered Polymer 2 Piece Grip,Open Fixed Type: Notch At Rear/ Bladed Front,4.75,9.2,Made by Pietta/ Italy
SA73-081,PIE 1873 45LC REV SA 5.5B,$399.99,$550.00,$399.99,,,0,#8052464212941#,Pietta,Revolver: Single Action,1873,45LC,Single Action,6,Blue,Brown Checkered Polymer 2 Piece Grip,Open Fixed Type: Notch At Rear/ Bladed Front,5.5,11.10,Made by Pietta/ Italy
SA73-084,PIE 1873 357 REV SA 5.5B,$399.99,$550.00,$399.99,,,2,#8052464212972#,Pietta,Revolver: Single Action,1873,357,Single Action,6,Blue,Brown Checkered Polymer 2 Piece Grip,Open Fixed Type: Notch At Rear/ Bladed Front,5.5,11.10,Made by Pietta/ Italy
PSA4567,PIE 1873 REV SA 45LC 4.75OCT,$469.99,$550.00,$469.99,,,8,#8052464213467#,Pietta,Revolver: Single Action,1873,45LC,Single Action,6,Blue,Black Checkered Polymer 2 Piece Grips,Open Fixed Type: Notch At Rear/ Bladed Front,4.75 Octagon,10.5,Made by Pietta/ Italy
PSA4550,PIE 1873 REV 45LC 4.75B NIK DE,$539.99,$650.00,$539.99,,,0,#8052464213450#,Pietta,Revolver: Single Action,1873,45LC,Single Action,6,Nickel,White Checkered Polymer 2 Piece Grip,Open Fixed Type: Notch At Rear/ Bladed Front,4.75,10.5,Made by Pietta/ Italy
PSA3592,PIE 1873 REV 357 4.75B NIK DE,$539.99,$650.00,$539.99,,,0,#8052464213962#,Pietta,Revolver: Single Action,1873,357,Single Action,6,Nickel,White Checkered Polymer 2 Piece Grip,Open Fixed Type: Notch At Rear/ Bladed Front,4.75,10.5,Made by Pietta/ Italy
PSA454X2,PIE 1873 45LC/45AP 4.75B DE,$479.99,$625.00,$479.99,,,0,#8052464213528#,Pietta,Revolver: Single Action,1873,45LC|45AP,Single Action,6,Blue,Brown Checkered Polymer 2 Piece Grip,Open Fixed Type: Notch At Rear/ Bladed Front,4.75,10.5,Made by Pietta/ Italy
PSA455X2,PIE 1873 45LC/45AP REV 5.5B,$479.99,$625.00,$479.99,,,32,#8052464213535#,Pietta,Revolver: Single Action,1873,45LC|45AP,Single Action,6,Blue,Brown Checkered Polymer 2 Piece Grip,Open Fixed Type: Notch At Rear/ Bladed Front,5.5,11.10,Made by Pietta/ Italy
PSA4505,PIE 1873 RIO 45LC 4.75 SA ENGR,$629.99,$850.00,$629.99,,,0,#8052464213573#,Pietta,Revolver: Single Action,1873,45LC,Single Action,6,Blue|Silver,Ultra Black One Piece Grip,Open Fixed Type: Notch At Rear/ Bladed Front,4.75,10.5,Made by Pietta/Italy/Elegantly Engraved Scroll-Work
PSA4586,PIE 1873 DRIO DLX 45LC 4.75 DE,$639.99,$1000.00,$639.99,,,64,#8052464213849#,Pietta,Revolver: Single Action,1873,45LC,Single Action,6,Blue and Color Case Hardened,Polymer Ivory One Piece Grip,Open Fixed Type: Notch At Rear/ Bladed Front,4.75,10.5,Made by Pietta Italy/Elegantly Engraved Scroll-Work
PSA359X2,PIE 1873 357/9MM REV 4.75B DE,$459.99,$625.00,$459.99,,,0,#8052464214006#,Pietta,Revolver: Single Action,1873,357|9MM,Single Action,6,Blue,Brown Checkered Polymer 2 Piece Grip,Open Fixed Type: Notch At Rear/ Bladed Front,4.75,10.5,Made by Pietta/ Italy
PSA5021,PIE 1873 45LC SA 4.75B CC FL,$434.99,$625.00,$434.99,,,0,#8052464214075#,Pietta,Revolver: Single Action,1873,45LC,Single Action,6,Black,Walnut 2 Piece Grips,Open Fixed Type: Notch At Rear/ Bladed Front,4.75,10.5,Made by Pietta/ Italy/Fluted Cylinder
PSA5047,PIE 1873 45LC SA 5.5B CC FL,$434.99,$625.00,$434.99,,,0,#8052464214082#,Pietta,Revolver: Single Action,1873,45LC,Single Action,6,Black,Walnut 2 Piece Grips,Open Fixed Type: Notch At Rear/ Bladed Front,5.5,11.10,Made by Pietta/ Italy/Fluted Cylinder
PSA5066,PIE 1873 357 SA 4.75B CC FL,$434.99,$625.00,$434.99,,,0,#8052464214099#,Pietta,Revolver: Single Action,1873,357,Single Action,6,Black,Walnut 2 Piece Grips,Open Fixed Type: Notch At Rear/ Bladed Front,4.75,9.2,Made by Pietta/ Italy/Fluted Cylinder
PSA5083,PIE 1873 357 SA 5.5B CC FL,$434.99,$625.00,$434.99,,,0,#8052464214105#,Pietta,Revolver: Single Action,1873,357,Single Action,6,Black,Walnut 2 Piece Grips,Open Fixed Type: Notch At Rear/ Bladed Front,5.5,11.10,Made by Pietta/ Italy/Fluted Cylinder
PSA511X2,PIE 1873 357/9MM 4.75B CC FL,$499.99,$700.00,$499.99,,,0,#8052464214112#,Pietta,Revolver: Single Action,1873,357|9MM,Single Action,6,Black,Walnut 2 Piece Grips,Open Fixed Type: Notch At Rear/ Bladed Front,4.75,10.5,Made by Pietta/ Italy/Fluted Cylinder
PSA515X2,PIE 1873 357/9MM 5.5B CC FL,$499.99,$700.00,$499.99,,,0,#8052464214129#,Pietta,Revolver: Single Action,1873,357|9MM,Single Action,6,Black,Walnut 2 Piece Grips,Open Fixed Type: Notch At Rear/ Bladed Front,5.5,,Made by Pietta/ Italy/Fluted Cylinder
PSA520X2,PIE 1873 357/9MM RV 4.75 CC ST,$534.99,$750.00,$534.99,,,0,#8052464214204#,Pietta,Revolver: Single Action,1873,357|9MM,Single Action,6,Black,Walnut 2 Piece Grips,Open Fixed Type: Notch At Rear/ Bladed Front,4.75,10.5,Made by Pietta/ Italy/Fluted Cylinder/Steel Frame
PSA5241,PIE 1873 45LC REV 4.75B CC ST,$464.99,$675.00,$464.99,,,0,#8052464214167#,Pietta,Revolver: Single Action,1873,45LC,Single Action,6,Black,Walnut 2 Piece Grips,Open Fixed Type: Notch At Rear/ Bladed Front,4.75,10.5,Made by Pietta/ Italy/Fluted Cylinder/Steel Frame
PSA5273,PIE 1873 357 REV 4.75B CC ST,$464.99,$675.00,$464.99,,,0,#8052464214181#,Pietta,Revolver: Single Action,1873,357,Single Action,6,Black,Walnut 2 Piece Grips,Open Fixed Type: Notch At Rear/ Bladed Front,4.75,10.5,Made by Pietta/ Italy/Fluted Cylinder/Steel Frame
PCG1220,PIE 1878 DBL BL SHTN 12M/20 DE,$829.99,$1100.00,$829.99,,,0,#8052464213504#,Pietta,Shotgun: Side By Side,1878 Double Barrel,12 Gauge,Side by Side,2,Black Barrels,Walnut,Bead,20,37.50,Double Trigger/ Double External Hammers
POL-AK-S-CT,PIO SPORTER AK-47 7.62X39 30R,$659.99,$759.99,$659.99,,,3,#850036821304#,Pioneer Arms,Rifle: Semi-Auto,Sporter,7.62X39,Semi-Automatic,30+1,Black,Pioneer Arms Synthetic with Storage Compartment,Adjustable Rear Sight,16,35.25,Accepts all AK style Magazines & Drum Magazines
POL-AK-S-CT-W,PIO SPRTR AK-47 7.62X39 30R WD,$679.99,$799.99,$679.99,,,0,#850036821052#,Pioneer Arms,Rifle: Semi-Auto,Sporter,7.62X39,Semi-Automatic,30+1,Black,Wood,Adjustable Rear Sight,16,35.25,Accepts all AK style Magazines & Drum Magazines
POL-AK-S-FS-CTP,PIO SPRTR AK-47 7.62X39 30R SF,$699.99,$819.99,$699.99,,,7,#850036821250#,Pioneer Arms,Rifle: Semi-Auto,Sporter,7.62X39,Semi-Automatic,30+1,Black,Polymer Side Folder,Adjustable Rear Sight,16,35.25,Accepts all AK style Magazines & Drum Magazines
POL-AK-S-FT-P,PIO SPORTR AK47 7.62X39 30R FT,$679.99,$789.99,$679.99,,,0,#850036821014#,Pioneer Arms,Rifle: Semi-Auto,Sporter,7.62X39,Semi-Automatic,30+1,Black,Pioneer Arms Synthetic with Storage Compartment,Adjustable Rear Sight,16,35.25,Accepts all AK style Magazines & Drum Magazines
POL-AK-S-FT-W,PIO SPTR AK47 7.62X39 30 FT WD,$699.99,$829.99,$699.99,$659.99,3/15/2023,0,#850036821021#,Pioneer Arms,Rifle: Semi-Auto,Sporter,7.62X39,Semi-Automatic,30+1,Black,Wood,Adjustable Rear Sight,16,35.25,Accepts all AK style Magazines & Drum Magazines
AK-0031-C,PIO RADOM HELLPUP 7.62X39 PST,$609.99,$749.99,$609.99,,,0,#850036821298#,Pioneer Arms|Radom,Pistol: Semi-Auto,Hellpup,7.62X39,Semi-Automatic,30+1,Black,,Adjustable Rear Sight,11.73,21.85,Accepts all AK style Magazines & Drum Magazines
AK-0031-FT-P,PIO RADOM HELLPUP 7.62X39 FT,$639.99,$769.99,$639.99,,,0,#850036821069#,Pioneer Arms|Radom,Pistol: Semi-Auto,Hellpup,7.62X39,Semi-Automatic,30+1,Black,,Adjustable Rear Sight,11.73,21.85,Accepts all AK style Magazines & Drum Magazines
POF-00829,POF MAG PSG 9MM 10RD B,$28.00,$36.00,$28.00,,,20,#847313008299#,POF,,,9MM,,10,Black,,,,,
POF-00831,POF MAG PSG 9MM 35RD,$28.00,$36.00,$28.00,,,26,#847313008312#,POF,,,9MM,,35,,,,,,Fits Phoenix and Tombstone
01838,POF PHOENIX 9MM PST 8.5B 35RD,$1501.00,$1801.00,$1501.00,,,1,#847313018380#,POF-USA,Pistol: Semi-Auto,Phoenix,9MM,Semi-Automatic,35+1,Black,,No Sights,8.5,,Direct Blowback/ Integrated Pic Rail and MLOK
01801,POF MINMAN 5.56 PST 10.5B 30R,$1344.00,$1613.00,$1344.00,,,2,#847313018014#,POF-USA,Pistol: Semi-Auto,Minuteman,5.56 NATO|223,Semi-Automatic,30+1,Black,Buffer Tube,No Sights,10.5 Match Grade Nitride Heat-Treated,,Direct Impingement/E2 Dual Extraction Technology
01802,POF MINMAN 5.56 PST 10.5B TUN,$1456.00,$1747.00,$1456.00,,,2,#847313018021#,POF-USA,Pistol: Semi-Auto,Minuteman,5.56 NATO|223,Semi-Automatic,30+1,Tungsten Cerakote,Buffer Tube,No Sights,10.5 Match Grade Nitride Heat-Treated,,Direct Impingement/E2 Dual Extraction Technology
01803,POF MINMAN 5.56 PST 10.5B PB,$1456.00,$1747.00,$1456.00,,,2,#847313018038#,POF-USA,Pistol: Semi-Auto,Minuteman,5.56 NATO|223,Semi-Automatic,30+1,Patriot Brown Cerakote,Buffer Tube,No Sights,10.5 Match Grade Nitride Heat-Treated,,Direct Impingement/E2 Dual Extraction Technology
01798,POF RENEGADE+ 5.56 PST 10.5,$1680.00,$2016.00,$1680.00,,,1,#847313017987#,POF-USA,Pistol: Semi-Auto,Renegade,5.56 NATO|223,Semi-Automatic,30+1,Black,Buffer Tube,No Sights,10.5 Match Grade Nitride Heat-Treated,,9MLOK MRR/9-Position Dictator Adj Gas Block/
01793,POF RENEGADE+ 5.56 PST 10.5 BB,$1792.00,$2150.00,$1792.00,,,2,#847313017932#,POF-USA,Pistol: Semi-Auto,Renegade,5.56 NATO|223,Semi-Automatic,30+1,Burnt Bronze Cerakote,Buffer Tube,No Sights,10.5 Match Grade Nitride Heat-Treated,,9MLOK MRR/9-Position Dictator Adj Gas Block/
01235,POF REVOLUTION 308 RFL 16B 20R,$2419.00,$2903.00,$2419.00,,,0,#847313012357#,POF-USA,Rifle: Semi-Auto,Revolution,7.62 NATO|308,Semi-Automatic,20+1,Black,Mission First Tactical Minimalist,No Sights,16.5,34 - 37.25,Same Size As A P415/ NP3 Coated Bolt Carrier
01467,POF REVOLUTION 308 16BRZ 20RD,$2531.00,$3037.00,$2531.00,,,0,#847313014672#,POF-USA,Rifle: Semi-Auto,Revolution,7.62 NATO|308,Semi-Automatic,20+1,Burnt Bronze,Mission First Tactical Minimalist,No Sights,16.5,34 - 37.25,Same Size As A P415/ NP3 Coated Bolt Carrier
01581,POF REVOLUTION DI 308 16B 20R,$2307.00,$2769.00,$2307.00,,,1,#847313015815#,POF-USA,Rifle: Semi-Auto,Revolution,7.62 NATO|308,Semi-Automatic,20+1,Black,Mission First Tactical Minimalist,No Sights,16.5,34 - 37.25,9-Position Adjustable Dictator Gas Block
01582,POF REV DI 308 RFL 16BRZ 20RD,$2419.00,$2903.00,$2419.00,,,0,#847313015822#,POF-USA,Rifle: Semi-Auto,Revolution,7.62 NATO|308,Semi-Automatic,20+1,Burnt Bronze,Mission First Tactical Minimalist,No Sights,16.5,34 - 37.25,9-Position Adjustable Dictator Gas Block
01566,POF REV DI 6.5CREED 20B 20RD,$2419.00,$2903.00,$2419.00,,,0,#847313015662#,POF-USA,Rifle: Semi-Auto,Revolution,6.5 Creedmoor,Semi-Automatic,20+1,Black,Magpul PRS Gen 3,No Sights,20,41.0,9-Position Adjustable Dictator Gas Block
00910,POF RENEGADE+ 5.56 16 BB 30RD,$1792.00,$2150.00,$1792.00,,,2,#847313009104#,POF-USA,Rifle: Semi-Auto,Renegade,5.56 NATO|223,Semi-Automatic,30+1,Burnt Bronze,Mission First Tactical,No Sights,16.5,33.5,E2 Extraction/ Recessed Trigger Finger Rest
00856,POF RENEGADE+ 5.56 16B 30RD,$1680.00,$2016.00,$1680.00,,,0,#847313008565#,POF-USA,Rifle: Semi-Auto,Renegade,5.56 NATO|223,Semi-Automatic,30+1,Black,Mission First Tactical,No Sights,16.5,33,E2 Extraction/ Recessed Trigger Finger Rest
01143,POF P415 EDGE 5.56 RFL 16B 30R,$1792.00,$2150.00,$1792.00,,,0,#847313011435#,POF-USA,Rifle: Semi-Auto,415 Edge,5.56 NATO|223,Semi-Automatic,30+1,Black,Mission First Tactical Minimalist,No Sights,16.5,34.5 - 37.25,NP3 Coated Bolt Carrier/ Receiver Tension Screws
01145,POF P415 EDGE 5.56 R 16BB 30R,$1904.00,$2285.00,$1904.00,,,1,#847313011459#,POF-USA,Rifle: Semi-Auto,415 Edge,5.56 NATO|223,Semi-Automatic,30+1,Burnt Bronze Cerakote,Mission First Tactical Minimalist,No Sights,16.5,34.5 - 37.25,NP3 Coated Bolt Carrier/ Receiver Tension Screws
